,0
0,NC
1,MD
2,PA
3,DC
4,LA
5,VA
6,MI
7,ND
8,TN
9,CA
10,FL
11,DE
12,AL
13,GA
14,NY
15,IL
16,XX
17,OH
18,WV
19,MA
20,TX
21,HI
22,SC
23,KY
24,CO
25,NV
26,NJ
27,MT
28,NE
29,CT
30,PR
31,IN
32,NM
33,MO
34,NH
35,OR
36,WA
37,AZ
38,UT
39,MS
40,MN
41,RI
42,ON
43,SD
44,AK
45,WI
46,KS
47,OK
48,AR
49,ID
50,ME
51,IA
52,BC
53,VT
54,MB
55,QC
56,AB
