unique_code,violation_type,category,vehicle_age,belts,personal_injured,contributed_to_accident,property_damaged,vehicle_category,arrest_category
"""Code_2616""",1,1,18,1,0,0,0,1,1
"""Code_13017""",1,4,18,1,0,0,0,3,1
"""Code_9371""",1,2,21,1,1,0,0,1,1
"""Code_10717""",1,4,11,1,0,0,0,2,2
"""Code_9950""",1,3,17,1,0,0,0,1,1
"""Code_23230""",1,1,14,1,0,0,0,1,1
"""Code_1409""",1,4,16,1,0,0,0,1,1
"""Code_7252""",1,3,9,1,0,1,1,1,1
"""Code_24825""",1,4,11,1,0,0,0,1,2
"""Code_18985""",1,4,19,1,0,0,0,1,1
"""Code_7114""",1,2,11,1,0,0,0,1,3
"""Code_28284""",1,7,20,1,0,0,0,1,1
"""Code_25397""",1,2,22,1,0,0,0,2,1
"""Code_24655""",1,12,13,1,0,0,0,1,1
"""Code_10760""",1,1,28,1,0,0,0,1,1
"""Code_8304""",1,4,21,1,0,0,0,1,2
"""Code_3004""",1,2,17,1,0,0,0,1,1
"""Code_29071""",1,2,13,1,0,0,0,1,1
"""Code_20891""",1,9,17,1,0,1,1,1,1
"""Code_11874""",1,4,17,1,0,0,0,1,2
"""Code_9074""",1,4,14,1,0,0,0,1,2
"""Code_16816""",1,3,20,1,0,0,0,1,1
"""Code_25734""",1,7,25,1,0,0,0,1,1
"""Code_28663""",1,7,24,1,0,0,0,1,1
"""Code_25349""",1,4,18,1,0,0,0,1,1
"""Code_25694""",1,7,25,1,0,0,0,1,1
"""Code_17042""",1,4,16,1,0,0,0,1,2
"""Code_29039""",1,7,25,1,0,0,0,1,2
"""Code_18696""",1,7,26,1,0,0,0,1,1
"""Code_25918""",1,4,10,1,0,0,0,1,2
"""Code_32079""",1,4,9,1,0,0,0,1,2
"""Code_31398""",1,1,16,1,0,0,0,1,1
"""Code_25894""",1,9,22,1,0,1,1,1,1
"""Code_25780""",1,15,29,1,0,0,0,2,1
"""Code_30131""",1,12,24,1,0,0,0,1,1
"""Code_24456""",1,7,17,1,0,0,0,1,1
"""Code_4761""",1,1,14,1,0,0,0,1,1
"""Code_30337""",1,7,12,1,0,0,0,1,1
"""Code_11034""",1,6,28,1,1,0,0,1,1
"""Code_31964""",1,15,22,1,0,0,0,1,1
"""Code_9419""",1,2,15,1,0,0,0,2,1
"""Code_27594""",1,13,21,1,0,0,0,1,1
"""Code_22200""",1,1,18,1,0,0,0,1,1
"""Code_14834""",1,7,29,1,0,0,0,1,1
"""Code_22236""",1,7,27,1,0,0,0,2,1
"""Code_18670""",1,13,18,1,0,0,0,1,1
"""Code_1460""",1,7,10,1,0,0,0,1,1
"""Code_10208""",1,6,24,1,0,0,0,1,1
"""Code_3576""",1,7,19,1,0,0,0,1,1
"""Code_30443""",1,2,27,1,0,1,0,1,1
"""Code_469""",1,7,21,1,0,0,0,1,1
"""Code_14469""",1,7,8,1,0,0,0,1,1
"""Code_23961""",1,9,26,1,0,1,0,1,1
"""Code_16752""",1,14,17,1,0,0,0,1,1
"""Code_8894""",1,2,20,1,0,1,1,1,1
"""Code_407""",1,4,11,1,0,0,0,3,2
"""Code_9045""",1,10,8,1,0,0,0,1,1
"""Code_18482""",1,12,27,1,0,0,0,1,1
"""Code_13183""",1,7,19,1,0,0,0,1,1
"""Code_19103""",1,7,17,1,0,0,0,1,1
"""Code_1628""",1,7,30,1,0,0,0,1,1
"""Code_5668""",1,2,19,1,0,0,0,1,1
"""Code_9468""",1,2,16,1,0,0,0,1,1
"""Code_26599""",1,7,16,1,0,0,0,1,1
"""Code_18453""",1,1,15,1,0,0,0,1,1
"""Code_22792""",1,2,9,1,0,0,0,1,1
"""Code_23615""",1,3,8,1,0,0,0,1,1
"""Code_22887""",1,4,17,1,0,0,0,1,2
"""Code_1440""",1,7,12,1,0,0,0,1,2
"""Code_20387""",1,7,13,1,0,0,0,1,2
"""Code_777""",1,2,13,1,0,0,0,1,1
"""Code_28982""",1,7,16,1,0,0,0,1,1
"""Code_21464""",1,13,26,1,0,0,0,3,1
"""Code_27647""",1,2,11,1,0,0,0,3,1
"""Code_2206""",1,1,11,1,0,0,0,2,1
"""Code_13101""",1,4,13,1,0,0,0,3,2
"""Code_4268""",1,4,13,1,0,0,0,1,2
"""Code_2217""",1,2,13,1,0,0,0,1,1
"""Code_13151""",1,2,19,1,0,0,0,1,1
"""Code_12234""",1,2,19,1,1,0,0,1,1
"""Code_8503""",1,15,23,1,0,0,0,1,1
"""Code_7045""",1,15,25,1,0,0,0,4,1
"""Code_17527""",1,6,15,1,0,0,0,1,1
"""Code_9508""",1,9,15,1,0,0,0,1,1
"""Code_17849""",1,14,24,1,0,0,0,1,1
"""Code_10797""",1,4,27,1,0,0,0,1,2
"""Code_4280""",1,7,20,1,0,0,0,1,1
"""Code_24269""",1,4,22,1,0,0,0,1,2
"""Code_16773""",1,2,14,1,0,0,0,1,1
"""Code_9507""",1,9,15,1,0,1,0,1,1
"""Code_14798""",1,7,14,1,0,0,0,1,2
"""Code_11941""",1,13,24,1,0,0,0,1,1
"""Code_8645""",1,4,14,1,0,0,0,1,2
"""Code_22951""",1,1,26,1,0,0,0,1,3
"""Code_24162""",1,5,9,1,0,0,0,1,1
"""Code_632""",1,13,17,1,0,0,0,1,1
"""Code_26794""",1,15,14,1,0,0,0,2,1
"""Code_26965""",1,3,16,1,0,0,0,1,1
"""Code_24630""",1,2,19,1,0,0,0,1,1
"""Code_32133""",1,3,17,1,0,0,0,1,1
"""Code_8727""",1,1,26,1,0,0,0,1,3
"""Code_14984""",1,2,19,1,0,0,0,2,1
"""Code_20797""",1,13,23,1,0,0,0,1,1
"""Code_7740""",1,5,26,1,0,0,0,1,1
"""Code_9827""",1,3,22,1,0,0,0,1,1
"""Code_28425""",1,6,9,1,0,0,0,3,2
"""Code_2281""",1,14,13,1,0,0,0,1,1
"""Code_3252""",1,3,26,1,0,0,0,1,1
"""Code_31577""",1,3,20,1,0,0,0,1,1
"""Code_29608""",1,7,8,1,0,0,0,1,1
"""Code_29320""",1,1,18,1,0,0,0,1,1
"""Code_27287""",1,7,12,1,0,0,0,1,1
"""Code_6506""",1,2,14,1,0,1,1,1,1
"""Code_6873""",1,8,12,1,0,0,1,1,1
"""Code_3930""",1,7,21,1,0,0,0,1,2
"""Code_9752""",1,2,12,1,0,0,0,1,1
"""Code_6778""",1,9,16,1,0,0,0,1,1
"""Code_21497""",1,0,19,1,0,0,0,1,1
"""Code_29061""",1,2,18,1,0,0,0,1,1
"""Code_17109""",1,8,12,1,0,0,0,1,1
"""Code_19743""",1,4,25,1,0,0,0,1,2
"""Code_28965""",1,3,11,1,0,0,0,1,1
"""Code_7929""",1,7,29,1,0,0,0,1,1
"""Code_31100""",1,7,21,1,0,0,0,1,1
"""Code_14481""",1,3,11,1,0,0,0,1,1
"""Code_2595""",1,15,25,1,0,0,0,1,1
"""Code_15408""",1,2,14,1,0,0,0,1,1
"""Code_19691""",1,2,21,1,0,0,0,1,1
"""Code_3320""",1,12,16,1,0,0,0,1,1
"""Code_4944""",1,4,20,1,0,0,0,1,2
"""Code_31961""",1,9,15,1,0,1,0,1,1
"""Code_21480""",1,4,11,1,0,0,0,1,2
"""Code_27341""",1,4,12,1,0,0,0,1,2
"""Code_18397""",1,16,15,1,0,0,0,1,1
"""Code_14999""",1,0,14,1,0,0,0,1,1
"""Code_14911""",1,7,15,1,0,0,0,1,1
"""Code_31473""",1,0,25,1,0,0,0,1,1
"""Code_14470""",1,7,26,1,0,0,0,1,1
"""Code_19732""",1,3,19,1,0,0,0,1,1
"""Code_16112""",1,4,14,1,0,0,0,1,2
"""Code_23819""",1,7,25,1,0,0,0,2,2
"""Code_28473""",1,7,26,1,0,0,0,1,1
"""Code_7569""",1,9,13,1,0,1,0,1,1
"""Code_2918""",1,7,11,1,0,0,0,1,1
"""Code_12023""",1,14,14,1,0,0,0,1,1
"""Code_22114""",1,9,31,1,0,0,0,1,1
"""Code_23388""",1,7,21,1,0,0,0,1,1
"""Code_18740""",1,7,14,1,0,0,0,1,1
"""Code_3594""",1,4,11,1,0,0,0,1,2
"""Code_21927""",1,7,29,1,0,0,0,1,1
"""Code_24881""",1,15,22,1,0,0,0,1,1
"""Code_13794""",1,7,16,1,0,0,0,1,1
"""Code_24122""",1,3,21,1,0,0,0,1,1
"""Code_10989""",1,3,16,1,0,0,0,1,1
"""Code_22875""",1,9,24,1,1,0,0,1,1
"""Code_14227""",1,2,8,1,0,1,0,4,1
"""Code_11835""",1,3,26,1,0,0,0,1,1
"""Code_3217""",1,12,33,1,0,0,0,1,1
"""Code_7562""",1,6,17,1,0,0,0,1,1
"""Code_8543""",1,13,20,1,0,0,0,1,1
"""Code_8642""",1,0,18,1,0,0,0,1,1
"""Code_1363""",1,13,21,1,0,0,0,1,1
"""Code_8878""",1,13,14,1,0,0,0,1,1
"""Code_12750""",1,8,22,1,0,0,1,1,1
"""Code_9387""",1,15,19,1,0,0,0,7,1
"""Code_3383""",1,2,30,1,0,0,0,1,1
"""Code_17713""",1,4,20,1,0,0,0,1,1
"""Code_19756""",1,16,22,1,0,0,0,2,2
"""Code_10778""",1,7,20,1,0,0,0,1,1
"""Code_3494""",1,1,8,1,0,0,0,1,3
"""Code_13781""",1,15,25,1,0,0,0,1,1
"""Code_7616""",1,12,30,1,0,0,0,1,1
"""Code_12898""",1,9,11,1,1,1,0,1,1
"""Code_27037""",1,7,31,1,0,0,0,1,1
"""Code_17402""",1,12,28,1,0,0,0,2,1
"""Code_29481""",1,7,13,1,0,0,0,3,2
"""Code_19667""",1,13,20,1,0,0,0,2,1
"""Code_18728""",1,9,14,1,0,1,1,1,1
"""Code_25624""",1,9,20,1,0,0,0,1,1
"""Code_10658""",1,7,13,1,0,0,0,1,1
"""Code_9621""",1,6,29,1,0,0,0,1,1
"""Code_29457""",1,5,29,1,0,0,0,1,1
"""Code_4965""",1,7,22,1,0,0,0,2,1
"""Code_4942""",1,7,20,1,0,0,0,1,1
"""Code_17900""",1,13,22,1,0,0,0,1,1
"""Code_9661""",1,13,39,1,0,0,0,1,1
"""Code_29409""",1,7,15,1,0,0,0,1,1
"""Code_25153""",1,12,23,1,0,0,0,1,1
"""Code_18309""",1,8,25,1,0,0,0,1,1
"""Code_19447""",1,7,13,1,0,0,0,1,1
"""Code_4038""",1,15,21,1,0,0,0,1,1
"""Code_16400""",1,6,19,1,0,0,0,1,1
"""Code_8844""",1,2,25,1,0,0,0,2,1
"""Code_760""",1,15,30,1,0,0,0,1,1
"""Code_31758""",1,7,23,1,0,0,1,1,1
"""Code_9117""",1,15,22,1,0,0,0,1,1
"""Code_24408""",1,3,13,1,0,0,0,1,1
"""Code_18662""",1,14,23,1,0,0,0,1,1
"""Code_5413""",1,8,23,1,0,0,1,1,1
"""Code_8533""",1,13,15,1,0,0,0,1,1
"""Code_4734""",1,7,15,1,0,0,0,1,2
"""Code_23216""",1,6,19,1,0,0,0,1,1
"""Code_29636""",1,4,19,1,0,0,0,1,1
"""Code_14049""",1,7,12,1,0,0,0,1,1
"""Code_8130""",1,7,26,1,0,0,0,1,1
"""Code_19376""",1,13,14,1,0,0,0,1,1
"""Code_14325""",1,4,13,1,0,0,0,1,2
"""Code_22409""",1,13,7,1,0,0,0,1,1
"""Code_28392""",1,1,27,1,0,0,0,1,1
"""Code_27816""",1,7,21,1,0,0,0,1,1
"""Code_2168""",1,7,22,1,0,0,0,1,1
"""Code_35""",1,2,26,1,0,1,0,1,1
"""Code_6347""",1,7,14,1,0,0,0,1,1
"""Code_30951""",1,3,21,1,0,0,0,1,1
"""Code_31611""",1,13,22,1,0,0,0,1,1
"""Code_20418""",1,7,24,1,0,0,0,1,1
"""Code_29585""",1,6,12,1,0,0,0,1,2
"""Code_17028""",1,7,16,1,0,0,0,1,1
"""Code_17350""",1,0,7,1,0,0,0,1,1
"""Code_1525""",1,2,11,1,0,0,0,1,2
"""Code_16932""",1,4,24,1,0,0,0,1,1
"""Code_29572""",1,13,25,1,0,0,0,1,1
"""Code_4134""",1,7,22,1,0,0,0,1,1
"""Code_4244""",1,4,17,1,0,0,0,1,2
"""Code_23627""",1,13,14,1,0,0,0,2,1
"""Code_19879""",1,13,25,1,0,0,0,1,1
"""Code_5690""",1,4,13,1,0,0,0,1,2
"""Code_28878""",1,13,18,1,0,0,0,1,1
"""Code_860""",1,1,18,1,0,0,0,1,1
"""Code_32223""",1,9,26,1,0,0,0,1,1
"""Code_29007""",1,2,23,1,0,0,0,1,1
"""Code_27160""",1,12,23,1,0,0,0,1,1
"""Code_3996""",1,4,17,1,0,0,0,1,2
"""Code_19779""",1,12,15,1,0,0,0,1,1
"""Code_2251""",1,3,16,1,0,0,0,1,1
"""Code_5064""",1,15,11,1,0,0,0,1,1
"""Code_14992""",1,4,14,1,0,0,0,1,1
"""Code_4875""",1,8,15,1,1,0,0,1,1
"""Code_365""",1,12,17,1,0,0,0,1,1
"""Code_8648""",1,12,17,1,0,0,0,1,1
"""Code_12230""",1,4,15,1,0,0,0,1,1
"""Code_5027""",1,7,21,1,0,0,0,4,1
"""Code_20232""",1,4,14,1,0,0,0,1,2
"""Code_10895""",1,13,15,1,0,0,0,1,1
"""Code_9802""",1,0,22,1,0,0,0,2,1
"""Code_16255""",1,12,27,1,0,0,1,3,1
"""Code_19985""",1,13,7,1,0,0,0,1,1
"""Code_14120""",1,2,18,1,0,0,0,1,1
"""Code_2928""",1,2,14,1,0,1,0,1,1
"""Code_4835""",1,7,18,1,0,0,0,1,1
"""Code_29258""",1,2,12,1,0,0,0,1,1
"""Code_6961""",1,2,10,1,0,0,0,1,1
"""Code_22000""",1,6,34,1,0,0,0,1,1
"""Code_30017""",1,2,24,1,0,0,0,1,1
"""Code_21322""",1,4,22,1,0,0,0,1,2
"""Code_3351""",1,15,29,1,0,0,0,1,1
"""Code_10547""",1,1,13,1,0,0,0,1,1
"""Code_26885""",1,12,28,1,0,0,0,1,1
"""Code_8947""",1,8,26,1,0,1,1,1,1
"""Code_30002""",1,15,14,1,0,0,0,1,1
"""Code_22268""",1,7,22,1,0,0,0,1,1
"""Code_30939""",1,2,21,1,0,0,0,1,1
"""Code_20954""",1,4,19,1,0,0,0,1,2
"""Code_23275""",1,9,33,1,1,1,0,1,1
"""Code_8412""",1,13,25,1,0,0,0,1,1
"""Code_16397""",1,4,24,1,0,0,0,1,1
"""Code_247""",1,14,21,1,0,0,0,1,1
"""Code_5085""",1,2,24,1,0,0,0,1,1
"""Code_21696""",1,2,21,1,0,0,0,1,1
"""Code_3158""",1,5,10,1,0,0,0,1,1
"""Code_11208""",1,7,23,1,0,0,0,1,1
"""Code_19221""",1,4,25,1,0,0,0,1,1
"""Code_3114""",1,15,18,1,0,0,0,1,1
"""Code_16154""",1,2,7,1,0,0,0,1,1
"""Code_20318""",1,6,24,1,0,0,0,1,1
"""Code_7278""",1,7,22,1,0,0,0,1,1
"""Code_10774""",1,9,22,1,0,1,1,1,1
"""Code_16032""",1,7,29,1,0,0,0,1,1
"""Code_18677""",1,9,20,1,1,1,0,1,1
"""Code_30269""",1,5,18,1,0,0,0,1,1
"""Code_24960""",1,7,24,1,0,0,0,1,1
"""Code_32452""",1,2,12,1,0,0,0,1,1
"""Code_14982""",1,2,13,1,0,0,0,1,1
"""Code_29967""",1,9,18,1,1,0,0,2,1
"""Code_1676""",1,7,23,1,0,0,0,1,1
"""Code_8432""",1,6,14,1,0,0,0,1,2
"""Code_10027""",1,7,22,1,0,0,0,4,1
"""Code_28105""",1,6,23,1,0,0,0,2,1
"""Code_15816""",1,2,17,1,0,0,0,1,1
"""Code_8237""",1,5,18,1,0,0,0,1,1
"""Code_10886""",1,1,20,1,0,0,0,1,1
"""Code_31873""",1,13,27,1,0,0,0,1,1
"""Code_30623""",1,7,10,1,0,0,0,1,1
"""Code_14083""",1,7,24,1,0,0,0,1,1
"""Code_30927""",1,0,11,1,0,0,0,1,1
"""Code_1758""",1,6,21,1,0,0,0,1,1
"""Code_25376""",1,4,22,1,0,0,0,1,2
"""Code_2787""",1,6,19,1,0,0,0,1,1
"""Code_21213""",1,3,15,1,0,0,0,1,1
"""Code_20879""",1,4,7,1,0,0,0,3,2
"""Code_27204""",1,15,16,1,0,0,0,1,1
"""Code_3710""",1,7,18,1,0,0,0,1,2
"""Code_23431""",1,9,14,1,0,1,0,1,1
"""Code_31298""",1,3,24,1,0,0,1,1,1
"""Code_12053""",1,4,13,1,0,0,0,1,2
"""Code_955""",1,9,12,1,0,0,0,1,1
"""Code_21373""",1,7,21,1,0,0,0,3,2
"""Code_11803""",1,0,11,1,0,0,0,2,1
"""Code_24524""",1,2,17,1,0,0,0,1,1
"""Code_2978""",1,4,8,1,0,0,0,1,1
"""Code_27640""",1,15,13,1,0,0,0,1,1
"""Code_5241""",1,14,11,1,0,0,0,1,1
"""Code_26250""",1,7,21,1,0,0,0,1,1
"""Code_18023""",1,7,20,1,0,0,0,1,1
"""Code_8308""",1,4,11,1,0,0,0,1,1
"""Code_11514""",1,7,18,1,0,0,0,1,1
"""Code_23004""",1,1,20,1,0,0,0,1,1
"""Code_19534""",1,7,15,1,0,0,0,1,1
"""Code_27374""",1,15,17,1,0,0,0,1,1
"""Code_19242""",1,15,18,1,0,0,0,1,1
"""Code_32023""",1,5,19,1,0,0,0,1,1
"""Code_7257""",1,3,26,1,0,0,0,1,1
"""Code_26202""",1,5,15,1,0,0,0,1,1
"""Code_26336""",1,7,25,1,0,0,0,1,1
"""Code_4909""",1,5,21,1,0,0,0,1,1
"""Code_12365""",1,7,20,1,0,0,0,2,1
"""Code_29270""",1,15,21,1,0,0,0,1,1
"""Code_30024""",1,7,19,1,0,0,0,1,1
"""Code_25205""",1,6,11,1,0,0,0,1,1
"""Code_1100""",1,7,20,1,0,0,0,3,2
"""Code_17107""",1,15,12,1,0,0,0,1,1
"""Code_26491""",1,15,33,1,0,0,0,1,1
"""Code_15073""",1,4,10,1,0,0,0,1,2
"""Code_3074""",1,3,21,1,0,0,0,1,1
"""Code_10546""",1,5,39,1,0,0,0,4,1
"""Code_30314""",1,13,25,1,0,0,0,1,1
"""Code_24457""",1,7,27,1,0,0,0,1,1
"""Code_13823""",1,9,18,1,0,0,0,1,1
"""Code_3092""",1,4,22,1,0,0,0,1,2
"""Code_18615""",1,7,26,1,0,0,0,1,1
"""Code_29785""",1,5,16,1,0,0,0,1,1
"""Code_30499""",1,7,17,1,0,0,0,1,1
"""Code_19105""",1,9,18,1,1,0,0,1,1
"""Code_18693""",1,5,19,1,0,0,0,1,1
"""Code_991""",1,4,28,1,0,0,0,1,1
"""Code_5326""",1,3,18,1,0,0,0,1,1
"""Code_30943""",1,6,19,1,0,0,0,1,1
"""Code_22731""",1,3,24,1,0,0,0,1,1
"""Code_4911""",1,15,24,1,0,0,0,1,1
"""Code_7628""",1,6,17,1,0,0,0,1,1
"""Code_1575""",1,12,14,1,0,0,0,1,1
"""Code_24728""",1,5,9,1,0,0,0,1,1
"""Code_23599""",1,7,30,1,0,0,0,1,1
"""Code_28111""",1,3,17,1,0,0,0,1,1
"""Code_5134""",1,9,22,1,0,0,0,1,1
"""Code_3283""",1,14,12,1,0,0,0,1,1
"""Code_24941""",1,12,13,1,0,0,0,1,1
"""Code_26436""",1,13,12,1,0,0,0,1,1
"""Code_31950""",1,9,23,1,0,1,0,1,1
"""Code_12959""",1,3,18,1,0,0,0,1,1
"""Code_22717""",1,5,17,1,0,0,0,1,1
"""Code_13081""",1,7,24,1,0,0,0,1,1
"""Code_28948""",1,6,18,1,0,0,0,1,1
"""Code_29471""",1,9,15,1,0,1,0,1,1
"""Code_3492""",1,7,23,1,0,0,0,1,1
"""Code_524""",1,15,27,1,0,0,0,1,1
"""Code_11611""",1,7,10,1,0,0,0,1,1
"""Code_13670""",1,12,19,1,0,0,0,1,1
"""Code_3129""",1,4,14,1,0,0,0,1,2
"""Code_23339""",1,12,19,1,0,0,0,3,1
"""Code_16697""",1,7,11,1,0,0,0,1,2
"""Code_26829""",1,7,17,1,0,0,0,1,1
"""Code_11490""",1,2,24,1,0,0,0,1,1
"""Code_15320""",1,7,13,1,0,0,0,1,2
"""Code_4260""",1,5,26,1,0,0,0,1,1
"""Code_27311""",1,13,26,1,0,0,0,4,1
"""Code_4833""",1,7,10,1,0,0,0,1,1
"""Code_29880""",1,7,30,1,0,0,0,1,1
"""Code_16461""",1,2,24,1,0,1,0,1,1
"""Code_31012""",1,7,16,1,0,0,0,1,2
"""Code_14008""",1,13,15,1,0,0,0,1,1
"""Code_15604""",1,7,19,1,0,0,0,1,1
"""Code_6611""",1,2,17,1,0,0,0,2,1
"""Code_10066""",1,4,20,1,0,0,0,2,2
"""Code_16286""",1,6,24,1,0,0,0,1,1
"""Code_7352""",1,12,15,1,0,0,0,1,1
"""Code_16382""",1,9,20,1,0,0,0,1,1
"""Code_31232""",1,7,8,1,0,0,0,1,1
"""Code_9663""",1,7,20,1,0,0,0,3,2
"""Code_18599""",1,9,15,1,0,1,0,2,1
"""Code_7901""",1,12,23,1,0,0,0,1,1
"""Code_5260""",1,5,18,1,0,0,0,1,1
"""Code_22989""",1,3,24,1,0,0,0,1,1
"""Code_7724""",1,3,18,1,0,0,0,1,1
"""Code_220""",1,7,16,1,0,0,0,1,1
"""Code_31261""",1,2,17,1,1,0,0,1,1
"""Code_6585""",1,2,20,1,0,1,1,1,1
"""Code_1697""",1,7,13,1,0,0,0,1,1
"""Code_738""",1,12,27,1,0,0,0,1,1
"""Code_3847""",1,7,22,1,0,0,0,1,1
"""Code_3796""",1,3,19,1,0,0,0,1,1
"""Code_5321""",1,6,28,1,0,0,0,1,1
"""Code_2944""",1,9,20,1,0,0,1,1,1
"""Code_22003""",1,11,22,1,0,0,0,1,1
"""Code_21257""",1,9,13,1,0,0,0,1,1
"""Code_24500""",1,2,17,1,0,0,0,2,1
"""Code_24891""",1,7,13,1,0,0,0,1,1
"""Code_16953""",1,7,22,1,0,0,0,1,1
"""Code_11190""",1,3,10,1,0,0,0,1,1
"""Code_18007""",1,3,19,1,0,0,0,1,1
"""Code_18374""",1,8,9,1,0,0,1,1,1
"""Code_14971""",1,4,10,1,0,0,0,1,2
"""Code_6417""",1,6,25,1,0,0,0,1,1
"""Code_5224""",1,4,18,1,0,0,0,1,2
"""Code_29085""",1,15,28,1,0,0,0,1,1
"""Code_16538""",1,9,17,1,1,1,0,1,1
"""Code_14979""",1,9,18,1,0,1,1,1,1
"""Code_26593""",1,6,33,1,0,0,0,1,1
"""Code_6443""",1,7,25,1,0,0,0,1,1
"""Code_25806""",1,4,13,1,0,0,0,1,2
"""Code_9837""",1,7,10,1,0,0,0,1,1
"""Code_27348""",1,7,17,1,0,0,0,1,1
"""Code_20011""",1,2,30,1,0,0,0,1,1
"""Code_10315""",1,7,29,1,0,0,0,1,1
"""Code_30719""",1,4,13,1,0,0,0,1,2
"""Code_7877""",1,6,20,1,0,0,0,1,1
"""Code_12374""",1,1,12,1,0,0,0,1,2
"""Code_26478""",1,7,13,1,0,0,0,1,1
"""Code_23447""",1,9,14,1,0,0,0,1,1
"""Code_20209""",1,9,25,1,0,0,0,1,1
"""Code_22681""",1,3,23,1,0,0,0,1,1
"""Code_24381""",1,6,32,1,0,0,0,1,1
"""Code_30410""",1,7,27,1,0,0,0,2,1
"""Code_15780""",1,7,8,1,0,0,0,1,1
"""Code_16270""",1,5,7,1,0,0,0,1,1
"""Code_26123""",1,2,16,1,0,0,1,1,1
"""Code_6075""",1,9,30,1,0,1,1,2,2
"""Code_5752""",1,7,35,1,0,0,0,1,1
"""Code_17003""",1,1,24,1,0,0,0,1,1
"""Code_11079""",1,8,22,1,0,0,0,1,1
"""Code_11913""",1,11,21,1,0,0,0,1,1
"""Code_8833""",1,4,17,1,0,0,0,1,2
"""Code_17774""",1,2,14,1,0,0,0,1,1
"""Code_14764""",1,7,16,1,0,0,0,1,1
"""Code_29541""",1,4,15,1,0,0,0,1,1
"""Code_21275""",1,6,18,1,0,0,0,1,1
"""Code_15050""",1,4,8,1,0,0,0,1,1
"""Code_17518""",1,14,19,1,0,0,0,1,1
"""Code_30092""",1,7,10,1,0,0,0,1,2
"""Code_30665""",1,13,20,1,0,0,0,1,1
"""Code_2048""",1,5,13,1,0,0,0,2,1
"""Code_24950""",1,6,10,1,0,0,0,1,1
"""Code_20518""",1,15,23,1,0,0,0,1,1
"""Code_16737""",1,2,24,1,0,0,0,1,1
"""Code_2672""",1,2,28,1,0,0,0,1,3
"""Code_11219""",1,13,11,1,0,0,0,1,1
"""Code_25856""",1,4,16,1,0,0,0,1,2
"""Code_1467""",1,5,10,1,0,0,0,1,1
"""Code_6678""",1,12,15,1,0,1,1,1,1
"""Code_6932""",1,2,30,1,0,0,0,1,1
"""Code_22917""",1,2,22,1,0,0,0,1,1
"""Code_24492""",1,4,9,1,0,0,0,1,2
"""Code_7229""",1,6,15,1,0,0,0,1,1
"""Code_20930""",1,2,22,1,0,1,0,1,1
"""Code_4961""",1,4,10,1,0,0,0,1,2
"""Code_13412""",1,5,12,1,0,0,0,1,1
"""Code_12073""",1,15,13,1,0,0,0,1,1
"""Code_1371""",1,11,12,1,0,0,0,1,1
"""Code_16971""",1,2,22,1,0,0,0,1,3
"""Code_13815""",1,6,16,1,0,0,0,1,1
"""Code_21770""",1,15,19,1,0,0,0,1,1
"""Code_22530""",1,15,10,1,0,0,0,1,1
"""Code_24043""",1,7,18,1,0,0,0,1,1
"""Code_19698""",1,4,22,1,0,0,0,1,1
"""Code_28890""",1,12,24,1,0,0,0,2,1
"""Code_15964""",1,14,13,1,0,0,0,1,1
"""Code_15122""",1,7,8,1,0,0,0,1,1
"""Code_3994""",1,6,13,1,0,0,0,1,1
"""Code_10769""",1,6,14,1,0,0,0,1,1
"""Code_30590""",1,4,18,1,0,0,0,1,1
"""Code_5614""",1,7,29,1,0,0,0,1,1
"""Code_7040""",1,7,15,1,0,0,0,1,1
"""Code_13323""",1,7,30,1,0,0,0,1,1
"""Code_5971""",1,9,15,1,0,1,1,1,1
"""Code_4419""",1,7,14,1,0,0,0,1,1
"""Code_17215""",1,7,30,1,0,0,0,1,1
"""Code_12330""",1,16,23,1,0,0,0,1,1
"""Code_29599""",1,7,18,1,0,0,0,1,1
"""Code_10489""",1,5,27,1,0,0,0,1,1
"""Code_13814""",1,7,11,1,0,0,0,1,2
"""Code_17715""",1,13,16,1,0,0,0,1,1
"""Code_21777""",1,13,19,1,0,0,0,1,1
"""Code_9557""",1,12,18,1,0,0,0,1,1
"""Code_17546""",1,7,28,1,0,0,0,1,1
"""Code_23364""",1,6,21,1,0,0,0,1,1
"""Code_15309""",1,1,17,1,0,0,0,3,1
"""Code_18699""",1,6,16,1,0,0,0,1,1
"""Code_12188""",1,6,11,1,0,0,0,1,1
"""Code_3761""",1,2,20,1,0,0,0,2,1
"""Code_9883""",1,4,17,1,0,0,0,1,2
"""Code_513""",1,3,9,1,0,0,0,1,1
"""Code_26679""",1,7,17,1,0,0,0,2,2
"""Code_17033""",1,7,23,1,0,0,0,1,1
"""Code_1935""",1,7,8,1,0,0,1,1,1
"""Code_13536""",1,5,17,1,0,0,0,1,1
"""Code_19422""",1,4,20,1,0,0,0,1,2
"""Code_22467""",1,5,23,1,0,0,0,1,1
"""Code_21479""",1,7,20,1,0,0,0,1,1
"""Code_27265""",1,4,21,1,0,0,0,1,2
"""Code_19113""",1,1,12,1,0,0,0,1,1
"""Code_5530""",1,15,11,1,0,0,0,1,1
"""Code_25177""",1,4,17,1,0,0,0,1,1
"""Code_546""",1,4,10,1,0,0,0,2,1
"""Code_25820""",1,0,21,1,0,0,0,2,1
"""Code_21397""",1,5,24,1,0,0,0,1,1
"""Code_25942""",1,2,31,1,0,0,0,4,1
"""Code_26874""",1,15,13,1,0,0,0,1,1
