unique_code,violation_type,category,vehicle_age,belts,personal_injured,contributed_to_accident,property_damaged,vehicle_category,arrest_category
"""Code_33475""",2,11,16,1,0,0,0,2,1
"""Code_34123""",2,16,22,1,0,0,0,3,1
"""Code_34823""",2,14,19,1,0,0,0,1,1
"""Code_33711""",2,14,21,1,0,0,0,1,1
"""Code_34357""",2,16,12,1,0,0,0,1,1
"""Code_32466""",2,14,16,1,0,0,0,1,1
"""Code_34758""",2,14,24,1,0,0,0,1,1
"""Code_35197""",2,11,20,1,0,0,0,1,1
"""Code_33539""",2,14,20,1,0,0,0,1,1
"""Code_33334""",2,14,14,1,0,0,0,1,1
"""Code_34742""",2,14,24,1,0,0,0,1,1
"""Code_32634""",2,11,24,1,0,0,0,1,1
"""Code_33667""",2,11,21,1,0,0,0,1,1
"""Code_32904""",2,14,18,1,0,0,0,1,1
"""Code_35613""",2,16,12,1,0,0,0,1,1
"""Code_34339""",2,14,17,1,0,0,0,1,1
"""Code_34308""",2,14,24,1,0,0,0,3,1
"""Code_35936""",2,14,20,1,0,0,0,1,1
"""Code_32472""",2,14,13,1,0,0,0,1,2
"""Code_35388""",2,14,19,1,0,0,0,1,1
"""Code_32744""",2,14,21,1,0,0,0,1,1
"""Code_34590""",2,16,15,1,0,0,0,1,1
"""Code_35554""",2,14,15,1,0,0,0,1,1
"""Code_34162""",2,14,25,1,0,0,0,4,1
"""Code_34621""",2,10,23,1,0,0,0,1,1
"""Code_34510""",2,14,24,1,0,0,0,1,1
"""Code_33703""",2,14,21,1,0,0,0,1,1
"""Code_33176""",2,14,22,1,0,0,0,1,1
"""Code_33290""",2,14,17,1,0,0,0,1,2
"""Code_32716""",2,16,16,1,0,0,0,1,1
"""Code_35398""",2,14,15,1,0,0,0,1,1
"""Code_32855""",2,11,24,1,0,0,0,2,1
"""Code_33821""",2,2,24,1,0,0,0,2,1
"""Code_34876""",2,10,9,1,0,0,0,1,1
"""Code_35612""",2,14,21,1,0,0,0,1,1
"""Code_34068""",2,14,11,1,0,0,0,1,1
"""Code_33217""",2,16,23,1,0,0,0,1,1
"""Code_32668""",2,11,16,1,0,0,0,1,1
"""Code_33032""",2,14,23,1,0,0,0,1,1
"""Code_33780""",2,11,21,1,0,0,0,1,1
"""Code_35744""",2,14,21,1,0,0,0,1,1
"""Code_33126""",2,14,20,1,0,0,0,1,1
"""Code_35339""",2,11,17,1,0,0,0,2,1
"""Code_34619""",2,16,32,1,0,0,0,1,1
"""Code_33225""",2,2,21,1,0,0,0,1,1
"""Code_34190""",2,16,12,1,0,0,0,1,1
"""Code_32992""",2,16,12,1,0,0,0,1,1
"""Code_33260""",2,16,10,1,0,0,0,1,2
"""Code_35686""",2,16,20,1,0,0,0,1,1
"""Code_35637""",2,11,31,1,0,0,0,1,1
"""Code_35634""",2,14,15,1,0,0,0,1,1
"""Code_33636""",2,11,26,1,0,0,0,1,1
"""Code_35804""",2,14,21,1,0,0,0,2,1
"""Code_33898""",2,14,14,1,0,0,0,1,1
"""Code_34256""",2,16,17,1,0,0,0,1,1
"""Code_35077""",2,16,12,1,0,0,0,1,2
"""Code_33392""",2,16,19,1,0,0,0,1,1
"""Code_35568""",2,14,22,1,0,0,0,1,1
"""Code_32651""",2,14,27,1,0,0,0,1,1
"""Code_35594""",2,14,15,1,0,0,0,1,1
"""Code_34877""",2,16,21,1,0,0,0,1,1
"""Code_33034""",2,14,19,1,0,0,0,2,1
"""Code_33609""",2,14,20,1,0,0,0,1,1
"""Code_33320""",2,14,14,1,0,0,0,1,1
"""Code_34353""",2,16,17,1,0,0,0,1,2
"""Code_32868""",2,16,22,1,0,0,0,1,2
"""Code_33006""",2,14,15,1,0,0,0,1,1
"""Code_32571""",2,11,24,1,0,0,0,1,1
"""Code_35168""",2,14,21,1,0,0,0,1,1
"""Code_35902""",2,16,13,1,0,0,0,1,1
"""Code_32637""",2,14,29,1,0,0,0,1,1
"""Code_34525""",2,14,25,1,0,0,0,1,1
"""Code_34643""",2,11,36,1,0,0,0,2,1
"""Code_35198""",2,16,29,1,0,0,0,1,1
"""Code_35499""",2,16,17,1,0,0,0,1,1
"""Code_35555""",2,14,19,1,0,0,0,1,1
"""Code_33490""",2,14,17,1,0,0,0,1,1
"""Code_34349""",2,14,18,1,0,0,0,1,1
"""Code_34792""",2,14,14,1,0,0,0,2,1
"""Code_32826""",2,14,18,1,0,0,0,1,1
"""Code_34817""",2,14,25,1,0,0,0,1,1
"""Code_35267""",2,11,27,1,0,0,0,1,1
"""Code_34447""",2,14,13,1,0,0,0,1,1
"""Code_33773""",2,16,14,1,0,0,0,1,1
"""Code_34572""",2,14,21,1,0,0,0,1,1
"""Code_34356""",2,14,19,1,0,0,0,1,1
"""Code_35650""",2,14,29,1,0,0,0,1,1
"""Code_35150""",2,14,18,1,0,0,0,1,1
"""Code_34555""",2,14,22,1,0,0,0,1,1
"""Code_32972""",2,16,20,1,0,0,0,1,1
"""Code_32916""",2,14,19,1,0,0,0,1,1
"""Code_34835""",2,16,7,1,0,0,0,1,2
"""Code_35736""",2,10,12,1,0,0,0,1,1
"""Code_34066""",2,14,19,1,0,0,0,1,1
"""Code_33761""",2,14,29,1,0,0,0,1,2
"""Code_33574""",2,14,14,1,0,0,0,1,1
"""Code_34761""",2,14,18,1,0,0,0,1,1
"""Code_32909""",2,11,15,1,0,0,0,1,1
"""Code_34396""",2,16,12,1,0,0,0,1,1
"""Code_32901""",2,14,22,1,0,0,0,1,1
"""Code_35136""",2,10,30,1,0,0,0,1,1
"""Code_32469""",2,10,23,1,0,0,0,2,1
"""Code_33745""",2,14,20,1,0,0,0,1,1
"""Code_32687""",2,14,21,1,0,0,0,1,1
"""Code_32813""",2,14,21,1,0,0,0,1,1
"""Code_34934""",2,1,29,1,0,0,0,1,1
"""Code_35663""",2,14,21,1,0,0,0,1,1
"""Code_33751""",2,14,21,1,0,0,0,1,1
"""Code_32811""",2,11,16,1,0,0,0,2,1
"""Code_33668""",2,14,21,1,0,0,0,1,1
"""Code_32647""",2,16,10,1,0,0,0,1,1
"""Code_32898""",2,11,22,1,0,0,0,1,1
"""Code_33380""",2,10,35,1,0,0,0,2,1
"""Code_34974""",2,14,13,1,0,0,0,1,1
"""Code_34860""",2,14,21,1,0,0,0,1,1
"""Code_33232""",2,11,21,1,0,0,0,1,1
"""Code_32648""",2,14,25,1,0,0,0,1,1
"""Code_32605""",2,16,18,1,0,0,0,1,1
"""Code_33195""",2,14,25,1,0,0,0,1,1
"""Code_32759""",2,14,15,1,0,0,0,1,1
"""Code_33489""",2,11,24,1,0,0,0,1,1
"""Code_35697""",2,14,23,1,0,0,0,1,1
"""Code_35458""",2,14,20,1,0,0,0,1,1
"""Code_32906""",2,16,21,1,0,0,0,1,1
"""Code_34364""",2,14,13,1,0,0,0,2,1
"""Code_35249""",2,14,13,1,0,0,0,1,1
"""Code_34665""",2,16,22,1,0,0,0,1,1
"""Code_35609""",2,16,17,1,0,0,0,1,2
"""Code_33478""",2,14,18,1,0,0,0,1,1
"""Code_33672""",2,14,21,1,0,0,0,1,2
"""Code_32714""",2,14,20,1,0,0,0,1,2
"""Code_33255""",2,14,20,1,0,0,0,1,1
"""Code_33815""",2,14,25,1,0,0,0,1,1
"""Code_33160""",2,14,36,1,0,0,0,1,1
"""Code_35335""",2,14,21,1,0,0,0,1,1
"""Code_35300""",2,14,12,1,0,0,0,1,1
"""Code_33369""",2,11,20,1,0,0,0,1,1
"""Code_32457""",2,11,37,1,0,0,0,1,1
"""Code_34811""",2,16,30,1,0,0,0,1,1
"""Code_33114""",2,14,18,1,0,0,0,1,2
"""Code_34400""",2,16,11,1,0,0,0,1,1
"""Code_32461""",2,14,21,1,0,0,0,1,1
"""Code_35160""",2,14,25,1,0,0,0,1,1
"""Code_35265""",2,14,14,1,0,0,0,1,1
"""Code_33215""",2,14,17,1,0,0,0,1,1
"""Code_32766""",2,14,19,1,0,0,0,1,1
"""Code_33984""",2,14,12,1,0,0,0,1,1
"""Code_33208""",2,14,26,1,0,0,0,1,1
"""Code_32787""",2,14,14,1,0,0,0,1,1
"""Code_33746""",2,14,21,1,0,0,0,1,1
"""Code_35882""",2,11,17,1,0,0,0,1,1
"""Code_34126""",2,14,23,1,0,0,0,1,1
"""Code_34885""",2,14,27,1,0,0,0,1,1
"""Code_35833""",2,14,21,1,0,0,0,1,1
"""Code_33666""",2,14,14,1,0,0,0,1,1
"""Code_34448""",2,14,10,1,0,0,0,1,1
"""Code_35822""",2,14,22,1,0,0,0,2,1
"""Code_34829""",2,14,15,1,0,0,0,1,1
"""Code_32836""",2,14,16,1,0,0,0,1,1
"""Code_33389""",2,11,19,1,0,0,0,3,1
"""Code_35400""",2,11,22,1,0,0,0,1,1
"""Code_35756""",2,14,12,1,0,0,0,1,1
"""Code_35064""",2,14,17,1,0,0,0,1,1
"""Code_32891""",2,14,11,1,0,0,0,1,1
"""Code_34397""",2,14,22,1,0,0,0,1,1
"""Code_34903""",2,14,22,1,0,0,0,1,1
"""Code_33439""",2,14,22,1,0,0,0,2,1
"""Code_33316""",2,10,23,1,0,0,0,1,1
"""Code_33039""",2,14,14,1,0,0,0,1,1
"""Code_33287""",2,14,19,1,0,0,0,1,1
"""Code_35927""",2,11,16,1,0,0,0,1,1
"""Code_35047""",2,11,20,1,0,0,0,1,1
"""Code_33329""",2,16,8,1,0,0,0,1,2
"""Code_35659""",2,14,20,1,0,0,0,1,1
"""Code_34591""",2,11,18,1,0,0,0,1,1
"""Code_32765""",2,14,22,1,0,0,0,1,1
"""Code_34750""",2,11,8,1,0,0,0,2,1
"""Code_34138""",2,14,17,1,0,0,0,1,1
"""Code_35171""",2,14,26,1,0,0,0,1,1
"""Code_34708""",2,14,17,1,0,0,0,1,1
"""Code_32541""",2,14,21,1,0,0,0,1,1
"""Code_35268""",2,16,12,1,0,0,0,1,1
"""Code_32484""",2,11,13,1,0,0,0,1,1
"""Code_34232""",2,16,23,1,0,0,0,1,1
"""Code_32653""",2,14,23,1,0,0,0,1,1
"""Code_33200""",2,2,23,1,0,0,0,1,1
"""Code_33623""",2,16,25,1,0,0,0,1,1
"""Code_34752""",2,10,20,1,0,0,0,2,1
"""Code_32564""",2,11,37,1,0,0,0,2,1
"""Code_34263""",2,14,20,1,0,0,0,2,1
"""Code_35537""",2,11,11,1,0,0,0,1,1
"""Code_35172""",2,14,23,1,0,0,0,1,1
"""Code_35287""",2,14,25,1,0,0,0,1,1
"""Code_34778""",2,14,15,1,0,0,0,2,1
"""Code_33135""",2,16,20,1,0,0,0,1,1
"""Code_35944""",2,14,12,1,0,0,0,1,1
"""Code_35795""",2,11,13,1,0,0,0,2,1
"""Code_35263""",2,14,13,1,0,0,0,3,1
"""Code_34799""",2,14,27,1,0,0,0,1,1
"""Code_35903""",2,10,19,1,0,0,0,1,1
"""Code_32953""",2,14,22,1,0,0,0,1,1
"""Code_33528""",2,1,29,1,0,0,0,1,3
"""Code_34819""",2,14,26,1,0,0,0,1,1
"""Code_33924""",2,14,20,1,0,0,0,1,1
"""Code_33930""",2,11,27,1,0,0,0,1,1
"""Code_34941""",2,14,30,1,0,0,0,1,1
"""Code_34385""",2,14,16,1,0,0,0,1,1
"""Code_35626""",2,14,24,1,0,0,0,1,1
"""Code_34648""",2,10,25,1,0,0,0,1,1
"""Code_33396""",2,14,18,1,0,0,0,1,1
"""Code_32955""",2,14,20,1,0,0,0,2,1
"""Code_35544""",2,14,20,1,0,0,0,1,1
"""Code_34238""",2,10,24,1,0,0,0,2,1
"""Code_32554""",2,14,15,1,0,0,0,1,1
"""Code_32487""",2,11,19,1,0,0,0,1,2
"""Code_35406""",2,14,15,1,0,0,0,1,1
"""Code_33187""",2,11,20,1,0,0,0,1,1
"""Code_33494""",2,14,20,1,0,0,0,1,1
"""Code_32526""",2,11,16,1,0,0,0,2,1
"""Code_33361""",2,10,20,1,0,0,0,1,1
"""Code_32877""",2,14,12,1,0,0,0,1,1
"""Code_33483""",2,14,29,1,0,0,0,1,1
"""Code_35701""",2,14,19,1,0,0,0,1,1
"""Code_33332""",2,11,24,1,0,0,0,1,1
"""Code_32463""",2,14,18,1,0,0,0,1,1
"""Code_34301""",2,16,23,1,0,0,0,1,1
"""Code_33614""",2,11,14,1,0,0,0,1,1
"""Code_33962""",2,14,20,1,0,0,0,1,1
"""Code_32920""",2,14,15,1,0,0,0,1,1
"""Code_32515""",2,14,20,1,0,0,0,1,1
"""Code_35483""",2,14,20,1,0,0,0,1,1
"""Code_32599""",2,14,12,1,0,0,0,1,1
"""Code_32938""",2,14,15,1,0,0,0,1,1
"""Code_34011""",2,14,18,1,0,0,0,1,1
"""Code_32782""",2,14,18,1,0,0,0,1,1
"""Code_32741""",2,14,22,1,0,0,0,1,1
"""Code_34103""",2,11,24,1,0,0,0,1,1
"""Code_35013""",2,14,26,1,0,0,0,1,1
"""Code_34780""",2,16,8,1,0,0,0,1,2
"""Code_33602""",2,10,23,1,0,0,0,1,1
"""Code_34034""",2,11,11,1,0,0,0,2,1
"""Code_34862""",2,14,9,1,0,0,0,1,1
"""Code_35899""",2,14,9,1,0,0,0,1,1
"""Code_35577""",2,14,21,1,0,0,0,1,1
"""Code_32932""",2,14,12,1,0,0,0,1,1
"""Code_33184""",2,16,10,1,0,0,0,1,1
"""Code_32773""",2,14,17,1,0,0,0,1,1
"""Code_33368""",2,11,22,1,0,0,0,1,1
"""Code_35006""",2,14,19,1,0,0,0,2,1
"""Code_35503""",2,10,23,1,0,0,0,1,1
"""Code_34535""",2,16,26,1,0,0,0,1,3
"""Code_33197""",2,16,23,1,0,0,0,1,1
"""Code_35504""",2,16,25,1,0,0,0,2,2
"""Code_33298""",2,14,18,1,0,0,0,1,1
"""Code_34622""",2,11,19,1,0,0,0,1,1
"""Code_35019""",2,14,21,1,0,0,0,1,1
"""Code_34531""",2,16,18,1,0,0,0,1,1
"""Code_34004""",2,10,13,1,0,0,0,1,1
"""Code_35128""",2,16,23,1,0,0,0,1,1
"""Code_32534""",2,14,27,1,0,0,0,1,1
"""Code_35036""",2,14,20,1,0,0,0,1,1
"""Code_32577""",2,11,26,1,0,0,0,2,1
"""Code_33398""",2,14,23,1,0,0,0,1,1
"""Code_35081""",2,14,25,1,0,0,0,1,1
"""Code_35607""",2,11,21,1,0,0,0,1,1
"""Code_32842""",2,14,19,1,0,0,0,1,1
"""Code_34738""",2,11,29,1,0,0,0,1,1
"""Code_32950""",2,16,20,1,0,0,0,1,1
"""Code_34766""",2,16,16,1,0,0,0,2,3
"""Code_34715""",2,16,21,1,0,0,0,1,1
"""Code_34481""",2,16,16,1,0,0,0,1,2
"""Code_34850""",2,14,28,1,0,0,0,1,1
"""Code_33676""",2,11,17,1,0,0,0,1,1
"""Code_34194""",2,14,25,1,0,0,0,1,1
"""Code_35271""",2,14,13,1,0,0,0,1,1
"""Code_32603""",2,14,20,1,0,0,0,1,1
"""Code_32505""",2,14,16,1,0,0,0,1,1
"""Code_32626""",2,11,27,1,0,0,0,1,1
"""Code_32730""",2,14,20,1,0,0,0,3,2
"""Code_34600""",2,14,20,1,0,0,0,1,1
"""Code_32522""",2,14,17,1,0,0,0,1,1
"""Code_33213""",2,16,20,1,0,0,0,1,1
"""Code_32543""",2,14,21,1,0,0,0,1,1
"""Code_35002""",2,14,24,1,0,0,0,1,1
"""Code_35048""",2,14,21,1,0,0,0,1,1
"""Code_35543""",2,11,25,1,0,0,0,1,1
"""Code_34991""",2,14,14,1,0,0,0,1,1
"""Code_34529""",2,14,28,1,0,0,0,1,1
"""Code_32701""",2,14,23,1,0,0,0,1,1
"""Code_32646""",2,14,16,1,0,0,0,1,1
"""Code_33747""",2,14,19,1,0,0,0,1,1
"""Code_33605""",2,14,20,1,0,0,0,1,1
"""Code_32641""",2,14,18,1,0,0,0,1,1
"""Code_32557""",2,14,16,1,0,0,0,2,1
"""Code_35905""",2,14,22,1,0,0,0,2,1
"""Code_33548""",2,14,23,1,0,0,0,1,1
"""Code_33205""",2,14,20,1,0,0,0,1,1
"""Code_33916""",2,14,26,1,0,0,0,7,1
"""Code_35772""",2,14,21,1,0,0,0,1,1
"""Code_33866""",2,14,17,1,0,0,0,1,1
"""Code_35587""",2,2,14,1,0,0,0,1,1
"""Code_32678""",2,2,19,1,0,0,0,7,1
"""Code_32796""",2,16,13,1,0,0,0,1,1
"""Code_34379""",2,11,26,1,0,0,0,1,1
"""Code_33076""",2,14,17,1,0,0,0,1,1
"""Code_34809""",2,16,21,1,0,0,0,1,1
"""Code_33695""",2,14,15,1,0,0,0,1,1
"""Code_34422""",2,16,18,1,0,0,0,1,1
"""Code_35547""",2,14,21,1,0,0,0,1,1
"""Code_32585""",2,14,20,1,0,0,0,1,1
"""Code_34841""",2,14,14,1,0,0,0,1,1
"""Code_33617""",2,14,29,1,0,0,0,1,1
"""Code_33510""",2,14,14,1,0,0,0,1,1
"""Code_35027""",2,14,14,1,0,0,0,1,1
"""Code_35121""",2,11,19,1,0,0,0,1,1
"""Code_32593""",2,16,14,1,0,0,0,2,1
"""Code_33059""",2,14,24,1,0,0,0,1,1
"""Code_32551""",2,14,25,1,0,0,0,1,1
"""Code_33259""",2,11,17,1,0,0,0,1,1
"""Code_34904""",2,14,25,1,0,0,0,1,1
"""Code_35814""",2,14,11,1,0,0,0,1,1
"""Code_34226""",2,14,20,1,0,0,0,1,1
"""Code_33774""",2,14,21,1,0,0,0,1,1
"""Code_34371""",2,14,20,1,0,0,0,1,1
"""Code_35689""",2,11,19,1,0,0,0,1,1
"""Code_35654""",2,11,16,1,0,0,0,1,1
"""Code_35606""",2,16,11,1,0,0,0,1,1
"""Code_33554""",2,14,12,1,0,0,0,1,1
"""Code_33874""",2,10,19,1,0,0,0,1,1
"""Code_32990""",2,14,18,1,0,0,0,1,1
"""Code_32778""",2,14,22,1,0,0,0,1,1
"""Code_35502""",2,14,28,1,0,0,0,1,1
"""Code_32824""",2,14,24,1,0,0,0,1,1
"""Code_34377""",2,14,32,1,0,0,0,1,1
"""Code_34879""",2,11,15,1,0,0,0,1,1
"""Code_32616""",2,14,16,1,0,0,0,1,1
"""Code_33063""",2,14,18,1,0,0,0,1,1
"""Code_33407""",2,14,18,1,0,0,0,1,1
"""Code_32797""",2,14,25,1,0,0,0,1,1
"""Code_35436""",2,16,11,1,0,0,0,2,2
"""Code_34760""",2,10,31,1,0,0,0,1,1
"""Code_35952""",2,16,21,1,0,0,0,1,1
"""Code_32582""",2,14,21,1,0,0,0,1,2
"""Code_34977""",2,14,22,1,0,0,0,1,1
"""Code_32493""",2,14,20,1,0,0,0,1,1
"""Code_35454""",2,14,18,1,0,0,0,2,1
"""Code_35652""",2,14,17,1,0,0,0,1,1
"""Code_33078""",2,11,34,1,0,0,0,2,1
"""Code_34595""",2,11,17,1,0,0,0,1,1
"""Code_33480""",2,14,23,1,0,0,0,1,1
"""Code_35037""",2,14,19,1,0,0,0,1,1
"""Code_35513""",2,11,18,1,0,0,0,1,1
"""Code_32453""",2,14,29,1,0,0,0,1,1
"""Code_35266""",2,14,10,1,0,0,0,1,1
"""Code_34041""",2,11,137,1,0,0,0,1,1
"""Code_34052""",2,14,20,1,0,0,0,1,1
"""Code_35539""",2,14,11,1,0,0,0,1,2
"""Code_32559""",2,14,21,1,0,0,0,1,1
"""Code_34610""",2,14,20,1,0,0,0,1,1
"""Code_35679""",2,14,19,1,0,0,0,1,1
"""Code_33417""",2,11,19,1,0,0,0,7,1
"""Code_35178""",2,2,16,1,0,0,0,7,1
"""Code_35433""",2,16,32,1,0,0,0,1,1
"""Code_33956""",2,14,17,1,0,0,0,2,1
"""Code_34581""",2,11,26,1,0,0,0,1,1
"""Code_33567""",2,16,17,1,0,0,0,1,1
"""Code_34939""",2,14,22,1,0,0,0,1,1
"""Code_35359""",2,14,29,1,0,0,0,1,1
"""Code_33177""",2,14,21,1,0,0,0,1,1
"""Code_33641""",2,16,13,1,0,0,0,1,1
"""Code_33011""",2,14,19,1,0,0,0,1,1
"""Code_32986""",2,14,20,1,0,0,0,1,1
"""Code_35108""",2,11,27,1,0,0,0,1,1
"""Code_35819""",2,2,12,1,0,0,0,7,1
"""Code_32596""",2,16,17,1,0,0,0,2,1
"""Code_34851""",2,11,19,1,0,0,0,1,1
"""Code_35793""",2,14,26,1,0,0,0,1,1
"""Code_33436""",2,14,30,1,0,0,0,1,1
"""Code_35230""",2,16,10,1,0,0,0,1,1
"""Code_33646""",2,14,23,1,0,0,0,1,1
"""Code_34241""",2,16,23,1,0,0,0,1,1
"""Code_32536""",2,14,22,1,0,0,0,4,1
"""Code_34337""",2,11,17,1,0,0,0,2,1
"""Code_33681""",2,16,30,1,0,0,0,2,1
"""Code_35219""",2,14,15,1,0,0,0,1,1
"""Code_34273""",2,14,21,1,0,0,0,1,1
"""Code_32758""",2,14,15,1,0,0,0,1,1
"""Code_32654""",2,14,15,1,0,0,0,1,1
"""Code_34022""",2,11,29,1,0,0,0,3,1
"""Code_32969""",2,11,25,1,0,0,0,3,1
"""Code_35366""",2,14,21,1,0,0,0,1,1
"""Code_34099""",2,14,21,1,0,0,0,1,1
"""Code_35805""",2,16,30,1,0,0,0,1,1
"""Code_35591""",2,16,20,1,0,0,0,1,1
"""Code_34293""",2,14,22,1,0,0,0,1,1
"""Code_34278""",2,11,23,1,0,0,0,1,1
"""Code_35589""",2,14,19,1,0,0,0,3,1
"""Code_35576""",2,11,24,1,0,0,0,1,1
"""Code_32465""",2,14,32,1,0,0,0,1,1
"""Code_33079""",2,14,27,1,0,0,0,1,1
"""Code_33470""",2,14,17,1,0,0,0,1,2
"""Code_32807""",2,11,21,1,0,0,0,2,1
"""Code_33726""",2,14,17,1,0,0,0,1,1
"""Code_34831""",2,14,24,1,0,0,0,1,1
"""Code_32991""",2,14,28,1,0,0,0,1,1
"""Code_35143""",2,11,60,1,0,0,0,7,1
"""Code_35808""",2,14,19,1,0,0,0,1,1
"""Code_34767""",2,14,18,1,0,0,0,1,2
"""Code_33759""",2,14,20,1,0,0,0,1,1
"""Code_33782""",2,11,26,1,0,0,0,1,1
"""Code_33531""",2,14,26,1,0,0,0,1,1
"""Code_34966""",2,16,21,1,0,0,0,1,1
"""Code_33103""",2,14,21,1,0,0,0,1,1
"""Code_35044""",2,14,15,1,0,0,0,1,1
"""Code_34217""",2,2,25,1,0,0,0,7,1
"""Code_34136""",2,10,26,1,0,0,0,1,1
"""Code_33834""",2,11,34,1,0,0,0,1,1
"""Code_33157""",2,14,24,1,0,0,0,1,1
"""Code_33514""",2,14,21,1,0,0,0,1,1
"""Code_32502""",2,14,18,1,0,0,0,2,1
"""Code_33708""",2,11,13,1,0,0,0,1,1
"""Code_33500""",2,11,18,1,0,0,0,1,1
"""Code_33203""",2,2,31,1,0,0,0,1,1
"""Code_34188""",2,14,16,1,0,0,0,1,1
"""Code_34390""",2,14,22,1,0,0,0,1,1
"""Code_33454""",2,2,18,1,0,0,0,2,1
"""Code_35114""",2,11,19,1,0,0,0,2,1
"""Code_35305""",2,14,26,1,0,0,0,1,1
"""Code_35269""",2,16,11,1,0,0,0,1,1
"""Code_34444""",2,11,16,1,0,0,0,1,1
"""Code_34106""",2,16,21,1,0,0,0,1,1
"""Code_33931""",2,14,18,1,0,0,0,1,1
"""Code_32968""",2,14,15,1,0,0,0,2,1
"""Code_33399""",2,16,12,1,0,0,0,3,2
"""Code_34541""",2,14,14,1,0,0,0,1,1
"""Code_35522""",2,11,18,1,0,0,0,1,1
"""Code_32948""",2,16,23,1,0,0,0,1,1
"""Code_33845""",2,11,20,1,0,0,0,1,1
"""Code_33587""",2,14,15,1,0,0,0,1,1
"""Code_33505""",2,14,14,1,0,0,0,1,1
"""Code_34414""",2,14,23,1,0,0,0,1,1
"""Code_33937""",2,14,25,1,0,0,0,1,1
"""Code_33849""",2,16,21,1,0,0,0,1,1
"""Code_33117""",2,10,19,1,0,0,0,2,1
"""Code_33382""",2,11,15,1,0,0,0,1,1
"""Code_35748""",2,16,8,1,0,0,0,1,1
"""Code_35852""",2,14,19,1,0,0,0,1,1
"""Code_34480""",2,14,24,1,0,0,0,1,1
"""Code_34705""",2,14,16,1,0,0,0,1,1
"""Code_35097""",2,16,29,1,0,0,0,2,1
"""Code_35519""",2,14,20,1,0,0,0,1,1
"""Code_34724""",2,14,11,1,0,0,0,1,1
"""Code_34375""",2,14,22,1,0,0,0,1,1
"""Code_35213""",2,14,22,1,0,0,0,1,1
"""Code_35492""",2,14,22,1,0,0,0,1,1
"""Code_34530""",2,14,30,1,0,0,0,1,1
"""Code_34589""",2,16,12,1,0,0,0,3,1
"""Code_34734""",2,11,31,1,0,0,0,2,1
"""Code_35372""",2,16,19,1,0,0,0,1,1
"""Code_34258""",2,16,10,1,0,0,0,1,1
"""Code_34953""",2,14,24,1,0,0,0,1,1
"""Code_34260""",2,10,18,1,0,0,0,1,1
"""Code_35854""",2,14,21,1,0,0,0,1,1
"""Code_35693""",2,14,22,1,0,0,0,1,1
"""Code_34233""",2,14,12,1,0,0,0,1,1
"""Code_33731""",2,14,18,1,0,0,0,1,1
"""Code_32556""",2,14,20,1,0,0,0,1,1
"""Code_34141""",2,11,11,1,0,0,0,1,1
"""Code_33628""",2,11,15,1,0,0,0,1,1
"""Code_35075""",2,11,27,1,0,0,0,1,1
"""Code_33405""",2,10,33,1,0,0,0,1,1
"""Code_35530""",2,11,15,1,0,0,0,1,1
"""Code_35322""",2,14,22,1,0,0,0,1,1
"""Code_32530""",2,14,21,1,0,0,0,1,1
"""Code_32642""",2,11,19,1,0,0,0,1,1
"""Code_34095""",2,14,28,1,0,0,0,1,1
"""Code_33795""",2,16,22,1,0,0,0,1,1
"""Code_33788""",2,11,21,1,0,0,0,1,1
"""Code_33642""",2,14,18,1,0,0,0,1,1
"""Code_34542""",2,14,24,1,0,0,0,1,1
"""Code_35245""",2,14,16,1,0,0,0,1,1
"""Code_34692""",2,10,25,1,0,0,0,2,1
"""Code_34206""",2,14,23,1,0,0,0,1,1
"""Code_33162""",2,10,15,1,0,0,0,4,1
"""Code_35915""",2,14,27,1,0,0,0,1,1
"""Code_32935""",2,14,21,1,0,0,0,1,1
"""Code_32988""",2,11,29,1,0,0,0,2,1
"""Code_33922""",2,14,19,1,0,0,0,1,1
"""Code_34463""",2,16,18,1,0,0,0,1,1
"""Code_33741""",2,14,25,1,0,0,0,1,1
"""Code_33648""",2,14,24,1,0,0,0,1,1
"""Code_35865""",2,14,15,1,0,0,0,1,1
"""Code_33124""",2,11,21,1,0,0,0,2,1
"""Code_34926""",2,11,17,1,0,0,0,1,1
"""Code_35465""",2,16,14,1,0,0,0,1,1
"""Code_35923""",2,10,10,1,0,0,0,1,1
"""Code_35426""",2,11,10,1,0,0,0,1,1
"""Code_35309""",2,14,12,1,0,0,0,2,1
"""Code_33379""",2,16,20,1,0,0,0,1,1
"""Code_32689""",2,11,29,1,0,0,0,1,1
"""Code_34601""",2,14,22,1,0,0,0,1,1
"""Code_34112""",2,10,10,1,0,0,0,1,1
"""Code_32499""",2,14,17,1,0,0,0,1,1
"""Code_34733""",2,14,25,1,0,0,0,3,1
"""Code_33477""",2,14,20,1,0,0,0,1,1
"""Code_32574""",2,14,19,1,0,0,0,1,1
"""Code_32679""",2,14,25,1,0,0,0,1,1
"""Code_34193""",2,14,20,1,0,0,0,1,1
"""Code_33715""",2,16,9,1,0,0,0,2,1
"""Code_35215""",2,14,26,1,0,0,0,1,1
"""Code_35660""",2,11,21,1,0,0,0,4,1
"""Code_35864""",2,11,17,1,0,0,0,7,1
"""Code_34029""",2,14,20,1,0,0,0,1,1
"""Code_34121""",2,14,20,1,0,0,0,1,1
"""Code_34367""",2,14,19,1,0,0,0,1,1
"""Code_35238""",2,10,18,1,0,0,0,2,1
